totalNotes,sustainedNotes,totalSustainDuration,songLength,selected_instruments,initial_instruments,average_tempo,unit_time,crotchet
1262,129,125.79431309374982,07:33,String Ensemble 1,"Flute, Oboe, Bb Clarinet, Bassoon, Horn in Eb, C Trumpet, Timpani, Violin I, Violin II, Violas, Violoncellos and Contrabass",162.8425780254177,NOT QUANTIZED,0.3684540046438883
End Time,Start Time,Duration,Pitch,Sustained
0.333333,0.1666665,0.1666665,67,False
0.49999950000000004,0.333333,0.16666650000000005,67,False
0.666666,0.49999950000000004,0.16666649999999994,67,False
1.666665,0.666666,0.9999990000000001,63,True
1.9999980000000002,1.8333315000000001,0.16666650000000005,65,False
2.1666645,1.9999980000000002,0.16666649999999983,65,False
2.3333310000000003,2.1666645,0.16666650000000027,65,False
3.33333,2.3333310000000003,0.9999989999999999,62,True
4.999995,4.8333285,0.16666649999999983,75,False
5.1666615,4.999995,0.16666649999999983,75,False
5.333328,5.1666615,0.16666649999999983,75,False
6.333327000000001,5.333328,0.9999990000000007,72,True
7.666659,7.4999925,0.16666649999999983,77,False
7.8333255,7.666659,0.16666649999999983,77,False
7.999992000000001,7.8333255,0.16666650000000072,77,False
8.8333245,7.999992000000001,0.8333324999999991,74,True
8.999991,8.8333245,0.16666649999999983,79,False
9.166657500000001,8.999991,0.1666665000000016,79,False
9.333324000000001,9.166657500000001,0.16666649999999983,77,False
9.99999,9.333324000000001,0.6666659999999993,75,True
10.1666565,9.99999,0.16666649999999983,74,False
10.333323,10.1666565,0.16666649999999983,79,False
10.4999895,10.333323,0.16666649999999983,79,False
10.666656,10.4999895,0.16666649999999983,77,False
11.333322,10.666656,0.6666660000000011,75,True
11.4999885,11.333322,0.16666649999999983,74,False
11.666655,11.4999885,0.16666649999999983,79,False
11.8333215,11.666655,0.16666649999999983,79,False
11.999988,11.8333215,0.16666649999999983,77,False
12.333321,11.999988,0.33333299999999966,75,False
12.999987,12.666654000000001,0.33333299999999966,56,False
12.999987,12.746167809375,0.25381919062500025,66,False
12.999987,12.82568161875,0.17430538125000083,72,False
14.666652000000001,13.33332,1.3333320000000004,55,True
14.666652000000001,13.412833809375,1.253818190625001,62,True
14.666652000000001,13.492347618750001,1.1743043812499998,71,True
14.666652000000001,13.57151420625,1.0951377937500002,79,True
14.999985,14.8333185,0.16666649999999983,68,False
15.1666515,14.999985,0.16666649999999983,68,False
15.333318,15.1666515,0.16666649999999983,68,False
16.66665,15.333318,1.3333320000000004,65,True
16.999983,16.833316500000002,0.16666649999999805,68,False
17.166649500000002,16.999983,0.1666665000000016,68,False
17.333316,17.166649500000002,0.16666649999999805,68,False
19.333314,17.333316,1.9999980000000015,65,True
19.4999805,19.333314,0.16666649999999805,63,False
19.666647,19.4999805,0.1666665000000016,68,False
19.8333135,19.666647,0.16666649999999805,68,False
19.99998,19.8333135,0.1666665000000016,68,False
21.999978000000002,19.99998,1.9999980000000015,65,True
22.1666445,21.999978000000002,0.16666649999999805,63,False
22.333311000000002,22.1666445,0.1666665000000016,67,False
