Relative Time,Note,Duration,Start Time,End Time
0,75,1.111111,0,1.111111
1.111111,79,1.1331017385416666,1.111111,2.2442127385416666
1.111111,82,1.0543980427083333,2.222222,3.276620042708333
1.1111109999999997,82,1.6666664999999998,3.3333329999999997,4.9999994999999995
1.6666664999999998,80,0.5648147583333332,4.9999994999999995,5.564814258333333
0.5555554999999996,79,0.5648147583333332,5.555554999999999,6.120369758333332
0.5555554999999996,77,0.5254629104166666,6.111110499999999,6.636573410416665
0.5555554999999996,84,0.5648147583333332,6.666665999999998,7.231480758333332
0.5555554999999996,75,0.5254629104166666,7.222221499999998,7.747684410416665
0.5555554999999996,79,2.2222219999999995,7.777776999999998,9.999998999999997
2.2222219999999995,77,1.1111109999999993,9.999998999999997,11.111109999999996
1.1111109999999993,79,2.777777499999999,11.111109999999996,13.888887499999996
2.777777499999999,75,0.564814758333334,13.888887499999996,14.45370225833333
0.5555555000000005,74,0.564814758333334,14.444442999999996,15.00925775833333
0.5555555000000005,72,0.5254629104166675,14.999998499999997,15.525461410416664
0.5555555000000005,84,0.8460647302083331,15.555553999999997,16.40161873020833
0.833333249999999,81,0.2604166406249995,16.388887249999996,16.649303890624996
0.2777777499999985,82,2.2222219999999986,16.666664999999995,18.888886999999993
2.2222219999999986,68,1.111111000000001,18.888886999999993,19.999997999999994
1.111111000000001,68,2.2222219999999986,19.999997999999994,22.222219999999993
2.2222219999999986,68,1.111111000000001,22.222219999999993,23.333330999999994
1.111111000000001,68,2.26620347708333,23.333330999999994,25.599534477083324
2.2222219999999986,67,1.054398042708332,25.555552999999993,26.609951042708325
1.1111109999999975,72,2.2222219999999986,26.66666399999999,28.88888599999999
2.2222219999999986,72,1.111111000000001,28.88888599999999,29.99999699999999
1.111111000000001,70,0.564814758333334,29.99999699999999,30.564811758333324
0.5555555000000005,67,0.5254629104166675,30.55555249999999,31.081015410416658
0.5555555000000005,69,2.2222219999999986,31.11110799999999,33.33332999999999
2.2222219999999986,65,2.777777499999999,33.33332999999999,36.11110749999999
3.333332999999996,72,1.1331017385416686,36.666662999999986,37.799764738541654
1.111111000000001,74,1.0636573010416654,37.77777399999999,38.84143130104165
1.0636573010416654,77,0.04745369895833562,38.84143130104165,38.88888499999999
0.04745369895833562,75,0.9988424927083344,38.88888499999999,39.88772749270832
