End Time,Duration,Pitch,"[Instrument(program=41, is_drum=False, name=""Viola solo"")]"
6.2035679179687495,0.8995844179687493,67,5.3039835
7.08591891796875,0.8995844179687502,66,6.1863345
7.9062296132812495,0.8375441132812496,59,7.0686855
8.85062091796875,0.8995844179687493,64,7.9510365
9.732971917968749,0.8995844179687484,62,8.8333875
10.55328261328125,0.8375441132812487,55,9.7157385
12.803967,2.2058774999999997,57,10.5980895
13.2520358671875,0.4480688671874997,59,12.803967
14.9202307265625,1.6750882265624991,60,13.2451425
17.656897500000003,1.7647020000000033,52,15.8921955
18.1049663671875,0.44806886718749794,54,17.656897500000003
18.51512171484375,0.41704871484374806,55,18.098073000000003
18.980424000000003,0.44117549999999994,57,18.539248500000003
19.421599500000003,0.44117549999999994,59,18.980424000000003
19.862775000000003,0.44117549999999994,60,19.421599500000003
20.303950500000003,0.44117549999999994,62,19.862775000000003
20.745126000000003,0.44117549999999994,64,20.303950500000003
21.1931948671875,0.44806886718749794,66,20.745126000000003
24.119429238281253,2.93312773828125,71,21.186301500000003
27.379991917968752,0.8995844179687502,67,26.480407500000002
28.262342917968752,0.8995844179687502,66,27.3627585
29.082653613281252,0.8375441132812504,59,28.2451095
30.02704491796875,0.8995844179687502,64,29.1274605
30.90939591796875,0.8995844179687502,62,30.0098115
31.72970661328125,0.8375441132812504,55,30.8921625
33.980391000000004,2.2058775000000033,58,31.7745135
34.4284598671875,0.4480688671874944,59,33.980391000000004
36.93419883984375,2.512632339843748,61,34.421566500000004
38.41627278515625,1.3476532851562482,54,37.068619500000004
38.840114976562504,0.4479689765624997,56,38.392146000000004
39.2748974765625,0.4415759765624969,58,38.833321500000004
39.67910933203125,0.41100533203125167,59,39.268104
40.1444624765625,0.4415759765624969,61,39.702886500000005
40.57924497656251,0.441575976562504,62,40.137669
41.014027476562504,0.4415759765624969,64,40.57245150000001
41.418239332031256,0.41100533203125167,66,41.007234000000004
41.883592476562505,0.441575976562504,68,41.4420165
42.28780433203126,0.41100533203125167,70,41.876799000000005
45.355059000000004,3.0434775000000016,74,42.3115815
48.42855591796875,0.8995844179687467,74,47.528971500000004
49.31090691796875,0.8995844179687467,71,48.411322500000004
50.13121761328125,0.8375441132812469,67,49.293673500000004
51.07560891796875,0.8995844179687467,64,50.176024500000004
51.95795991796875,0.8995844179687467,66,51.058375500000004
52.77827061328125,0.8375441132812469,67,51.940726500000004
55.070315203125006,2.247237703125002,62,52.823077500000004
55.477023867187505,0.4480688671875015,64,55.028955
57.1471736484375,1.6770431484374981,66,55.4701305
59.03323041796875,0.8995844179687467,72,58.133646000000006
59.91558141796875,0.8995844179687467,69,59.015997000000006
60.73589211328125,0.8375441132812469,65,59.898348000000006
61.68028341796875,0.8995844179687467,62,60.780699000000006
62.56263441796875,0.8995844179687467,64,61.663050000000005
63.38294511328125,0.8375441132812469,65,62.545401000000005
65.67498970312501,2.247237703125002,60,63.427752000000005
66.0816983671875,0.4480688671874873,62,65.63362950000001
67.7617256484375,1.6869206484374928,64,66.07480500000001
69.66501583593751,0.9168178359374934,64,68.74819800000002
