Relative Time,Note,Duration,Start Time,End Time
6.0234375,78,1.484375,6.0234375,7.5078125
1.484375,71,0.4375,7.5078125,7.9453125
0.375,73,0.4140625,7.8828125,8.296875
0.3515625,74,0.421875,8.234375,8.65625
0.359375,76,0.4375,8.59375,9.03125
0.375,78,1.15625,8.96875,10.125
1.15625,74,0.390625,10.125,10.515625
0.390625,78,1.0859375,10.515625,11.6015625
1.0859375,74,0.4140625,11.6015625,12.015625
0.4140625,78,1.09375,12.015625,13.109375
1.09375,71,0.3828125,13.109375,13.4921875
0.3828125,74,0.3828125,13.4921875,13.875
0.3828125,71,0.390625,13.875,14.265625
0.390625,67,0.3984375,14.265625,14.6640625
0.3984375,74,0.3828125,14.6640625,15.046875
0.3828125,71,1.828125,15.046875,16.875
1.828125,76,0.3828125,16.875,17.2578125
0.3828125,74,0.359375,17.2578125,17.6171875
0.359375,73,0.40625,17.6171875,18.0234375
0.40625,78,1.4921875,18.0234375,19.515625
1.4921875,71,0.4375,19.515625,19.953125
0.375,73,0.40625,19.890625,20.296875
0.3671875,74,0.359375,20.2578125,20.6171875
0.359375,76,0.3828125,20.6171875,21.0
0.3828125,78,1.15625,21.0,22.15625
1.15625,74,0.3671875,22.15625,22.5234375
0.3671875,78,1.109375,22.5234375,23.6328125
1.109375,74,0.3828125,23.6328125,24.015625
0.3828125,78,1.1171875,24.015625,25.1328125
1.1171875,71,0.3828125,25.1328125,25.515625
0.3828125,74,0.3671875,25.515625,25.8828125
0.3671875,71,0.3671875,25.8828125,26.25
0.3671875,67,0.375,26.25,26.625
0.375,74,0.3671875,26.625,26.9921875
0.3671875,71,2.2109375,26.9921875,29.203125
2.2734375,71,0.734375,29.265625,30.0
0.734375,73,0.7142799999999987,30.0,30.71428
0.7142799999999987,74,0.7142799999999987,30.71428,31.428559999999997
0.7142799999999987,76,0.7068395833333341,31.428559999999997,32.13539958333333
0.7068395833333341,78,0.3645804166666693,32.13539958333333,32.49998
0.3645804166666693,79,0.3645804166666693,32.49998,32.86456041666667
0.3645804166666693,81,1.0416583333333307,32.86456041666667,33.90621875
1.0416583333333307,79,0.3645804166666693,33.90621875,34.27079916666667
0.3645804166666693,78,0.7291608333333315,34.27079916666667,34.99996
0.7589224999999971,79,0.37946124999999853,35.02972166666667,35.409182916666666
0.37946124999999853,81,0.3422591666666648,35.409182916666666,35.75144208333333
0.3422591666666648,83,1.0416583333333307,35.75144208333333,36.79310041666666
1.0416583333333307,81,0.3645804166666693,36.79310041666666,37.15768083333333
0.3645804166666693,79,0.6696375000000003,37.15768083333333,37.82731833333333
0.6845183333333367,81,0.37202083333333036,37.84219916666667,38.21422
0.37202083333333036,83,0.37202083333333036,38.21422,38.58624083333333
0.37202083333333036,85,1.0639795833333352,38.58624083333333,39.65022041666666
1.0639795833333352,83,0.3645804166666693,39.65022041666666,40.01480083333333
0.3645804166666693,78,0.3571400000000011,40.01480083333333,40.37194083333333
0.3571400000000011,74,0.3869016666666667,40.37194083333333,40.7588425
0.3869016666666667,73,0.34969958333333295,40.7588425,41.10854208333333
0.34969958333333295,71,0.3567730208333373,41.10854208333333,41.46531510416667
0.3567730208333373,73,0.6998669791666643,41.46531510416667,42.165182083333335
0.6998669791666643,74,0.6630318750000015,42.165182083333335,42.828213958333336
0.6630318750000015,76,0.7219680416666634,42.828213958333336,43.550182
0.7219680416666634,78,0.36098402083333525,43.550182,43.911166020833335
0.36098402083333525,79,0.39781912499999805,43.911166020833335,44.30898514583333
