Relative Time,Note,Duration,Start Time,End Time
,64,0.6118750000000001,0.0,0.6118750000000001
,48,0.6118750000000001,0.0,0.6118750000000001
,62,0.6118750000000001,0.6,1.211875
,55,0.6118750000000001,0.6,1.211875
,60,0.6118750000000002,1.2,1.8118750000000001
,52,0.6118750000000002,1.2,1.8118750000000001
,62,0.5693750000000002,1.8,2.3693750000000002
,55,0.5693750000000002,1.8,2.3693750000000002
,64,0.6000000000000001,2.4,3.0
,48,0.611875,2.4,3.011875
,64,0.6000000000000001,3.0,3.6
,55,0.611875,3.0,3.611875
,52,0.611875,3.6,4.211875
,55,0.569375,4.2,4.769375
,64,1.1999999999999997,3.6,4.8
,62,0.6000000000000005,4.8,5.4
,47,0.6118750000000004,4.8,5.411875
,62,0.5999999999999996,5.4,6.0
,55,0.6118749999999995,5.4,6.011875
,53,0.6118750000000004,6.0,6.611875
,55,0.569375,6.6000000000000005,7.1693750000000005
,62,1.2000000000000002,6.0,7.2
,64,0.6118750000000004,7.2,7.811875000000001
,48,0.6118750000000004,7.2,7.811875000000001
,67,0.569375,7.8,8.369375
,55,0.6118750000000004,7.8,8.411875
,52,0.6118749999999995,8.4,9.011875
,55,0.5693750000000009,9.0,9.569375
,67,1.1999999999999993,8.4,9.6
,64,0.6118750000000013,9.6,10.211875000000001
,48,0.6118750000000013,9.6,10.211875000000001
,62,0.6118749999999995,10.200000000000001,10.811875
,55,0.6118749999999995,10.200000000000001,10.811875
,60,0.6118749999999995,10.8,11.411875
,52,0.6118749999999995,10.8,11.411875
,62,0.5693749999999991,11.4,11.969375
,55,0.5693749999999991,11.4,11.969375
,64,0.5999999999999996,12.0,12.6
,48,0.6118749999999995,12.0,12.611875
,64,0.6000000000000014,12.6,13.200000000000001
,55,0.6118750000000013,12.6,13.211875000000001
,64,0.5999999999999996,13.200000000000001,13.8
,52,0.6118749999999995,13.200000000000001,13.811875
,55,0.5693749999999991,13.8,14.369375
,64,0.5999999999999996,13.8,14.4
,62,0.5999999999999996,14.4,15.0
,47,0.6118749999999995,14.4,15.011875
,62,0.5999999999999996,15.0,15.6
,55,0.6118749999999995,15.0,15.611875
,64,0.6118749999999995,15.6,16.211875
,53,0.6118749999999995,15.6,16.211875
,62,0.5693750000000009,16.2,16.769375
,55,0.5693750000000009,16.2,16.769375
,48,0.6118750000000013,16.8,17.411875000000002
,55,0.6118749999999977,17.400000000000002,18.011875
,48,1.1393750000000011,18.0,19.139375
,60,2.3999999999999986,16.8,19.2
